size,n,dt,dx,a,xmed,stdvar,skew,iter,time,program_time,a_real,xmod_real,stdvar_real,skew_real,real_time
850,256,1.0e-18,3.320e+00,100.00000000,20.00224947,9.31558229,-0.73023997,13836,1.384e-14,5.6738350391,100.00000000,20.00220198,5.04048042,-0.00000000,2.1740639119e-14
850,256,5.0e-18,3.320e+00,100.00000000,20.01381415,9.31749966,-0.73050185,2768,1.384e-14,1.1485323906,100.00000000,20.01376778,5.04050373,0.00000000,2.1746924968e-14
850,256,1.0e-17,3.320e+00,99.99999996,20.01381407,9.31749968,-0.73050184,1384,1.384e-14,0.5653822422,100.00000000,20.01376770,5.04050373,-0.00000000,2.1746924922e-14
850,256,5.0e-17,3.320e+00,99.99988991,20.04267632,9.32230595,-0.73115259,277,1.385e-14,0.1208982468,100.00000000,20.04263263,5.04056196,0.00000000,2.1762612614e-14
850,256,1.0e-16,3.320e+00,99.99647484,20.18662486,9.34640737,-0.73435426,139,1.390e-14,0.0655293465,100.00000000,20.18657825,5.04085292,0.00000000,2.1840845051e-14
850,512,1.0e-19,1.660e+00,100.00000000,20.00036624,6.54937506,-0.10494101,68715,6.871e-15,66.6741864681,100.00000000,20.00031857,5.04047662,-0.00000000,2.1739615511e-14
850,512,5.0e-19,1.660e+00,100.00000000,20.00153052,6.54945459,-0.10495209,13745,6.873e-15,10.9417376518,100.00000000,20.00148296,5.04047897,-0.00000000,2.1740248339e-14
850,512,1.0e-18,1.660e+00,100.00000000,20.00444120,6.54965341,-0.10497977,6874,6.874e-15,10.8000836372,100.00000000,20.00439392,5.04048484,-0.00000000,2.1741830408e-14
850,512,5.0e-18,1.660e+00,99.99999776,20.02190362,6.55084676,-0.10514591,1377,6.885e-15,2.3234717846,100.00000000,20.02185802,5.04052005,-0.00000000,2.1751321898e-14
850,512,1.0e-17,1.660e+00,99.99992823,20.05098599,6.55283957,-0.10542295,690,6.900e-15,1.1241385937,100.00000000,20.05094305,5.04057873,-0.00000000,2.1767129207e-14
850,512,5.0e-17,1.660e+00,99.77839290,20.15578621,6.56254460,-0.10641088,140,7.000e-15,0.2577135563,100.00000000,20.15573659,5.04079049,0.00000000,2.1824083039e-14
850,512,1.0e-16,1.660e+00,93.47705991,20.09158290,6.57049340,-0.10052984,71,7.100e-15,0.0809082985,100.00000000,20.09153571,5.04066069,-0.00000000,2.1789190752e-14
850,1024,1.0e-19,8.301e-01,100.00000000,20.00091996,5.32466357,0.02753197,32849,3.285e-15,86.5337173939,100.00000000,20.00087235,5.04047774,0.00000000,2.1739916480e-14
850,1024,5.0e-19,8.301e-01,100.00000000,20.00457335,5.32472107,0.02753027,6572,3.286e-15,16.4663307667,100.00000000,20.00452609,5.04048510,-0.00000000,2.1741902237e-14
850,1024,1.0e-18,8.301e-01,100.00000000,20.00457334,5.32472107,0.02753027,3287,3.287e-15,22.5352587700,100.00000000,20.00452608,5.04048510,-0.00000000,2.1741902231e-14
850,1024,5.0e-18,8.301e-01,99.99999163,20.00456628,5.32471985,0.02753059,659,3.295e-15,4.4871091843,100.00000000,20.00451901,5.04048509,0.00000000,2.1741898393e-14
850,1024,1.0e-17,8.301e-01,99.99973202,20.06534833,5.32566224,0.02750721,331,3.310e-15,2.2618293762,100.00000000,20.06529855,5.04060770,0.00000000,2.1774931225e-14
850,2048,1.0e-19,4.150e-01,99.99999985,20.00032022,5.72859386,0.00058422,28112,2.811e-15,206.0014660358,100.00000000,20.00027254,5.04047653,-0.00000000,2.1739590494e-14
850,2048,5.0e-19,4.150e-01,99.99953804,20.00456464,5.72873917,0.00058241,5623,2.812e-15,40.7256104946,100.00000000,20.00451738,5.04048508,-0.00000000,2.1741897503e-14
850,2048,1.0e-18,4.150e-01,99.98523723,20.01133102,5.72897684,0.00057952,2812,2.812e-15,20.6287097931,100.00000000,20.01128441,5.04049873,0.00000000,2.1745575289e-14
850,2048,5.0e-18,4.150e-01,64.35738446,20.00269376,5.72829865,0.00088230,564,2.820e-15,4.1332170963,100.00000000,20.00264631,5.04048131,-0.00000000,2.1740880606e-14
850,4096,1.0e-19,2.075e-01,99.99999938,20.00084781,5.00522631,0.00341459,7440,7.440e-16,178.0036871433,100.00000000,20.00080019,5.04047759,-0.00000000,2.1739877262e-14
850,4096,5.0e-19,2.075e-01,99.99806701,20.00068897,5.00522661,0.00341492,1488,7.440e-16,36.2437794209,100.00000000,20.00064133,5.04047727,0.00000000,2.1739790925e-14
850,4096,1.0e-18,2.075e-01,99.93830905,20.05208971,5.00526285,0.00342428,745,7.450e-16,19.5314078331,100.00000000,20.05204687,5.04058096,0.00000000,2.1767729119e-14
1000,256,1.0e-19,3.906e+00,100.00000000,20.00000496,27.83798746,-0.54083491,291159,2.912e-14,122.7374296188,100.00000000,19.99995725,5.04047589,-0.00000000,2.1739419137e-14
1000,256,5.0e-19,3.906e+00,100.00000000,20.00041711,27.83826504,-0.54083560,58234,2.912e-14,23.4157063961,100.00000000,20.00036944,5.04047672,0.00000000,2.1739643156e-14
1000,256,1.0e-18,3.906e+00,100.00000000,20.00041711,27.83826504,-0.54083560,29118,2.912e-14,11.6701681614,100.00000000,20.00036944,5.04047672,0.00000000,2.1739643156e-14
1000,256,5.0e-18,3.906e+00,100.00000000,20.00591242,27.84196613,-0.54084475,5826,2.913e-14,2.4548399448,100.00000000,20.00586529,5.04048780,0.00000000,2.1742630076e-14
1000,256,1.0e-17,3.906e+00,100.00000000,20.00591242,27.84196613,-0.54084475,2914,2.914e-14,1.1925315857,100.00000000,20.00586529,5.04048780,-0.00000000,2.1742630075e-14
1000,256,5.0e-17,3.906e+00,99.99999995,20.04712708,27.86972457,-0.54091329,585,2.925e-14,0.2534773350,100.00000000,20.04708379,5.04057094,0.00000000,2.1765031757e-14
1000,256,1.0e-16,3.906e+00,99.99999846,20.11581485,27.91598643,-0.54102765,294,2.940e-14,0.1247720718,100.00000000,20.11576995,5.04070967,-0.00000000,2.1802361725e-14
1000,256,5.0e-16,3.906e+00,99.99523066,20.52394630,28.18994309,-0.54210893,61,3.050e-14,0.0334570408,100.00000000,20.52390419,5.04153880,0.00000000,2.2024176995e-14
1000,512,1.0e-19,1.953e+00,100.00000000,20.00008580,26.97889655,-0.15631091,243184,2.432e-14,197.7642986774,100.00000000,20.00003810,5.04047606,0.00000000,2.1739463078e-14
1000,512,5.0e-19,1.953e+00,100.00000000,20.00057926,26.97921795,-0.15631115,48639,2.432e-14,39.7370584011,100.00000000,20.00053161,5.04047705,0.00000000,2.1739731292e-14
