,size,n,dt,dx,a,xmed,stdvar,skew,iter,time,program_time,a_real,xmod_real,stdvar_real,skew_real,real_time
311,1000,512,5e-20,1.953,100.0,20.0000163,27.69514837,0.0,470601,2.3530000000000002e-14,127.4793262482,100.0,19.99996859,5.04047592,0.0,2.1739429452e-14
312,1000,512,1e-19,1.953,100.0,20.0001013,27.6952053,0.0,235302,2.3530000000000002e-14,64.4399933815,100.0,20.0000536,5.04047609,0.0,2.1739475651e-14
313,1000,512,5e-19,1.953,100.0,20.0001013,27.6952053,0.0,47062,2.3530000000000002e-14,12.7333011627,100.0,20.0000536,5.04047609,0.0,2.1739475651e-14
314,1000,512,1e-18,1.953,100.0,20.0001013,27.6952053,0.0,23532,2.3530000000000002e-14,6.3019063473,100.0,20.0000536,5.04047609,0.0,2.1739475651e-14
315,1000,512,5e-18,1.953,100.0,20.0001013,27.6952053,0.0,4708,2.354e-14,1.2781660556999999,100.0,20.0000536,5.04047609,0.0,2.1739475651e-14
316,1000,512,1e-17,1.953,100.0,20.0001013,27.6952053,0.0,2355,2.355e-14,0.6371698379999999,100.0,20.0000536,5.04047609,0.0,2.1739475651e-14
317,1000,512,5e-17,1.953,100.0,20.03410053,27.71797869,0.0,473,2.365e-14,0.1319327354,100.0,20.03405606,5.04054465,0.0,2.1757955269999998e-14
318,1000,512,1e-16,1.953,100.0,20.11909862,27.77491492,0.0,238,2.38e-14,0.0672740936,100.0,20.11905402,5.0407163,0.0,2.1804150573e-14
319,1000,512,5e-16,1.953,100.0,20.79908335,28.23054345,0.0,50,2.5e-14,0.0138418674,100.0,20.799037300000002,5.0421024,0.0,2.2173712818999998e-14
320,1000,1024,1.0000000000000001e-20,0.9766,100.00000001,20.0000176,26.59654381,0.0,2256447,2.256e-14,780.8240017891001,100.0,19.99996989,5.04047592,0.0,2.1739430157000002e-14
321,1000,1024,5e-20,0.9766,100.0,20.0000176,26.59654381,0.0,451291,2.256e-14,155.6725342274,100.0,19.99996989,5.04047592,0.0,2.1739430157000002e-14
322,1000,1024,1e-19,0.9766,100.0,20.00010623,26.59660066,0.0,225647,2.256e-14,77.2006006241,100.0,20.00005854,5.0404761,0.0,2.1739478333e-14
323,1000,1024,5e-19,0.9766,100.0,20.00010623,26.59660066,0.0,45131,2.257e-14,15.50918293,100.0,20.00005854,5.0404761,0.0,2.1739478333e-14
324,1000,1024,1e-18,0.9766,100.0,20.00099258,26.59716918,0.0,22567,2.257e-14,7.8915331364,100.0,20.00094497,5.04047788,0.0,2.1739960093e-14
325,1000,1024,5e-18,0.9766,100.0,20.00099258,26.59716918,0.0,4515,2.258e-14,1.5613913536000001,100.0,20.00094497,5.04047788,0.0,2.1739960093e-14
326,1000,1024,1e-17,0.9766,100.0,20.00985609,26.60285438,0.0,2259,2.259e-14,0.7901537418000001,100.0,20.00980934,5.04049575,0.0,2.1744777686e-14
327,1000,1024,5e-17,0.9766,100.0,20.06303711,26.63696653,0.0,454,2.27e-14,0.1621620655,100.0,20.06299523,5.04060305,0.0,2.1773683104e-14
328,1000,1024,1e-16,0.9766,100.0,20.06303711,26.63696653,0.0,228,2.28e-14,0.0828278065,100.0,20.06299523,5.04060305,0.0,2.1773683104e-14
329,1000,1024,5e-16,0.9766,100.0,20.77211741,27.09194529,0.0,48,2.4e-14,0.017173528700000003,100.0,20.77206898,5.04204699,0.0,2.2159056131e-14
330,1000,2048,1.0000000000000001e-20,0.4883,99.99999209,20.00004181,22.40160594,-3.35028261,62638,6.264e-16,29.781344175300003,100.0,19.999994100000002,5.04047597,0.0,2.1739443315e-14
331,1000,2048,5e-20,0.4883,99.99999209,20.001319100000003,22.40228535,-3.35030331,12528,6.264e-16,5.9394028187,100.0,20.00127152,5.04047854,0.0,2.1740137566e-14
332,1000,2048,1e-19,0.4883,99.99999209,20.001319100000003,22.40228535,-3.35030331,6264,6.264e-16,3.1177175045,100.0,20.00127152,5.04047854,0.0,2.1740137566e-14
333,1000,2048,5e-19,0.4883,99.99999209,20.00770558,22.40568244,-3.35040679,1253,6.264999999999999e-16,0.6017699242,100.0,20.00765862,5.04049142,0.0,2.1743608818000002e-14
334,1000,2048,1e-18,0.4883,99.99999207,20.03963798,22.4226683,-3.35092352,627,6.269999999999999e-16,0.3084352016,100.0,20.03959402,5.04055583,0.0,2.1760965029999998e-14
335,1000,2048,5e-18,0.4883,99.999992,20.23123247,22.5245973,-3.3540012999999997,126,6.3e-16,0.06857681269999999,100.0,20.23118991,5.04094331,0.0,2.1865094790000004e-14
336,1000,2048,1e-17,0.4883,99.999992,20.23123247,22.5245973,-3.3540012999999997,63,6.3e-16,0.0340316296,100.0,20.23118991,5.04094331,0.0,2.1865094790000004e-14
337,1000,2048,5e-17,0.4883,99.99999147,21.50853365,23.20471059,-3.37357119,13,6.5e-16,0.006775379200000001,100.0,21.50849315,5.04357299,0.0,2.2559292187e-14
338,1000,2048,1e-16,0.4883,99.99999008,24.701821600000002,24.90900346,-3.41614727,7,7e-16,0.0040464401,100.0,24.70178567,5.05050027,0.0,2.4294803583999998e-14
339,1000,2048,5e-16,0.4883,99.99997937,43.862662,35.21081894,-3.56083631,2,9.999999999999999e-16,0.0016181469,100.0,43.86263154,5.10254097,-6.42e-06,3.4708460206e-14
340,1000,4096,1.0000000000000001e-20,0.2441,100.0,20.00025364,5.04047649,0.0,55067,5.507000000000001e-16,41.5574574471,100.0,20.00020596,5.04047639,0.0,2.1739558455e-14
341,1000,4096,5e-20,0.2441,100.0,20.00243282,5.04048088,0.0,11014,5.507000000000001e-16,8.4290623665,100.0,20.00238535,5.04048079,0.0,2.1740742907e-14
342,1000,4096,1e-19,0.2441,100.0,20.00243282,5.04048088,0.0,5507,5.507000000000001e-16,4.2519352436,100.0,20.00238535,5.04048079,0.0,2.1740742907e-14
343,1000,4096,5e-19,0.2441,100.0,20.02422459,5.04052482,0.0,1102,5.51e-16,0.8659861087999999,100.0,20.02417921,5.04052473,0.0,2.1752587405e-14
344,1000,4096,1e-18,0.2441,100.0,20.02422459,5.04052482,0.0,551,5.51e-16,0.429867506,100.0,20.02417921,5.04052473,0.0,2.1752587405e-14
345,1000,4096,5e-18,0.2441,100.0,20.31478158,5.04111293,0.0,111,5.549999999999999e-16,0.0892951488,100.0,20.31473825,5.04111284,0.0,2.1910502297e-14
346,1000,4096,1e-17,0.2441,100.0,20.67797781,5.04185395,0.0,56,5.599999999999999e-16,0.0469517708,100.0,20.67793087,5.04185386,0.0,2.2107893135e-14
347,1000,4096,5e-17,0.2441,100.0,23.58354765,5.04801716,0.0,12,6e-16,0.010275125500000001,100.0,23.58350164,5.04801706,0.0,2.368703275e-14
348,1000,4096,1e-16,0.2441,100.0,23.58354765,5.04801716,0.0,6,6e-16,0.0057098866,100.0,23.58350164,5.04801706,0.0,2.368703275e-14
349,1000,4096,5e-16,0.2441,100.0,52.63924609,5.13227187,0.0,2,9.999999999999999e-16,0.0025289059,99.99998933,52.63922166,5.14204862,-0.09692744,3.9478944226e-14
